72184-1-entrytone|ᎠᏧᏣ|Achű:ja.|Boy
72444-1-entrytone|ᎠᏨᏍᏛᏍᎦ|À:jv:stv́sga.|He is turning on a light
72444-1-vfirstprestone|ᏥᏨᏍᏛᏍᎦ|Jijv̀:stvsga.|I am turning on a light (I am...)
72444-1-vsecondimpertone|ᎯᏨᏍᏛᎦ|Hijv:stv̀ga.|Let you be turning on a light (Let you...)
72444-1-vthirdinftone|ᎤᏨᏍᏛᏍᏗ|U:jv:stv́sdi.|For him to be turning on a light (For him to...)
72444-1-vthirdpasttone|ᎤᏨᏍᏔᏅᎢ|Ù:jv:stánv́:ɂi.|He did turn on a light (He did...a while ago)
72444-1-vthirdprestone|ᎠᏨᏍᏛᏍᎪᎢ|À:jv:stv́sgóɂi.|He is usually turning on a light (He usually...)
72445-1-entrytone|ᎠᏨᏍᏗ|Ajv̋ysdi.|Lamp, light
72445-1-nounadjpluraltone|ᏗᏨᏍᏗ|Di:jv̋ysdi.|Lamp, light (plural)
72447-1-entrytone|ᎠᎧᏁᏍᏗ|Akaně:sdi.|1.badge 2.pin
72447-1-nounadjpluraltone|ᏗᎧᏁᏍᏗ|Di:kaně:sdi.|1.badge 2.pin (plural)
72448-1-entrytone|ᎠᎧᏍᎨᏂ|A:kasge̋:ni.|His hip
72448-1-nounadjpluraltone|ᏗᎧᏍᎨᏂ|Di:kasge̋:ni.|His hip (plural)
72449-1-entrytone|ᎠᎨᎮᎦ|À:kě:hê:ga.|He is chasing him, it
72449-1-vfirstprestone|ᏥᎨᎮᎦ|Jì:kě:hê:ga.|I am chasing him, it (I am...)
72449-1-vsecondimpertone|ᎯᎨᎱᎦ|Hì:ke:hù:ga.|Let you be chasing him, it (Let you...)
72449-2-vsecondimpertone|ᎯᎨᎱᎦ|Hike:hù:ga.|Let you be chasing him, it (Let you...)
72449-1-vthirdinftone|ᎤᎨᎲᏍᏗ|Ù:kě:hv̂:sdi.|For him to be chasing him, it (For him to...)
72449-1-vthirdpasttone|ᎤᎨᎲᏒᎢ|Ù:kě:hv̂:sv̌:ɂi.|He did chas him, it (He did...a while ago)
72449-1-vthirdprestone|ᎠᎨᎮᎪᎢ|À:kě:hê:gó:ɂi.|He is usually chasing him, it (He usually...)
72450-1-entrytone|ᎠᎩᏠᏒᏍᏗᎢ|Akihlósv̀:sdi̋:ɂi.|Steps, stairs
72450-1-nounadjpluraltone|ᏗᎩᏠᏒᏍᏗᎢ|Di:kihlósv̀:sdi̋:ɂi.|Steps, stairs (plural)
72451-1-entrytone|ᎠᎩᎸᏗᎭ|À:kilv̂:diha.|He is riding it (anything that can be straddled)
72451-1-vfirstprestone|ᏥᏯᎩᎸᏗᎭ|Ji:yà:kilv̂:diha.|I am riding it (anything that can be straddled) (I am...)
72451-2-vfirstprestone|ᎦᎩᎸᏗᎭ|Gà:kilv̂:diha.|I am riding it (anything that can be straddled) (I am...)
72451-1-vsecondimpertone|ᎯᏯᎩᎸᏓ|Hi:yà:kilv̀:da.|Let you be riding it (anything that can be straddled) (Let you...)
72451-2-vsecondimpertone|ᎭᎩᎸᏓ|Ha:kilv̀:da.|Let you be riding it (anything that can be straddled) (Let you...)
72451-1-vthirdinftone|ᎤᎩᎸᏙᏗ|U:kilv̀:dohdi.|For him to be riding it (anything that can be straddled) (For him to...)
72451-1-vthirdpasttone|ᎤᎩᎸᏔᏅᎢ|Ù:kilv̂:tanv̌:ɂi.|He did rid it (anything that can be straddled) (He did...a while ago)
72451-1-vthirdprestone|ᎠᎩᎸᏗᏍᎪᎢ|À:kilv̂:di:sgó:ɂi.|He is usually riding it (anything that can be straddled) (He usually...)
72452-1-entrytone|ᎠᎩᏍᏗ|Ákisdi.|Pill
72452-1-nounadjpluraltone|ᏗᎩᏍᏗ|Dǐ:kisdi.|Pill (plural)
72453-1-entrytone|ᎠᎩᏍᎦ|À:kisga.|He is swallowing it
72453-1-vfirstprestone|ᏥᎩᏍᎦ|Jiɂgisga.|I am swallowing it (I am...)
72453-1-vsecondimpertone|ᎯᎩᎯ|Hikihi.|Let you be swallowing it (Let you...)
72453-1-vthirdinftone|ᎤᎩᎯᏍᏗ|U:kihisdi.|For him to be swallowing it (For him to...)
72453-1-vthirdpasttone|ᎤᎩᏒᎢ|Ù:kisv̌:ɂi.|He did swallow it (He did...a while ago)
72453-1-vthirdprestone|ᎠᎩᏍᎪᎢ|À:kisgó:ɂi.|He is usually swallowing it (He usually...)
72454-1-entrytone|ᎠᎩᏳᏍᎨ|Akiyu:sge.|Elbow
72454-1-nounadjpluraltone|ᏗᎩᏳᏍᎨ|Di:kiyu:sge.|Elbow (plural)
72455-1-entrytone|ᎠᎩᏳᏍᎨᏂ|Akiyu:sge̋:ni.|His elbow
72455-1-nounadjpluraltone|ᏗᎩᏳᏍᎨᏂ|Di:kiyu:sge̋:ni.|His elbow (plural)
72456-1-entrytone|ᎠᎪᏕᎠ|À:kǒ:déɂa.|He is shoveling it
72456-1-vfirstprestone|ᏥᎪᏕᎠ|Jì:kǒ:déɂa.|I am shoveling it (I am...)
72456-1-vsecondimpertone|ᎯᎪᏓᎩ|Hiko:dagi.|Let you be shoveling it (Let you...)
72456-1-vthirdinftone|ᎤᎪᏕᏍᏗ|U:kǒ:dê:sdi.|For him to be shoveling it (For him to...)
72456-1-vthirdpasttone|ᎤᎪᏕᏒᎢ|Ù:kǒ:dê:sv̌:ɂi.|He did shovel it (He did...a while ago)
72456-1-vthirdprestone|ᎠᎪᏕᏍᎪᎢ|À:kǒ:dê:sgó:ɂi.|He is usually shoveling it (He usually...)
72457-1-entrytone|ᎠᎪᏕᏍᏗ|Akǒ:de̋:sdi.|Shovel, spade
72457-1-nounadjpluraltone|ᏗᎪᏕᏍᏗ|Di:kǒ:de̋:sdi.|Shovel, spade (plural)
72458-1-entrytone|ᎠᎦᏍᎦᏂ|Aksgani.|Left
72459-1-entrytone|ᎠᎦᏍᎦᏂᏓ|Aksgáni̋:da.|Lefthanded
72459-1-nounadjpluraltone|ᎠᏂᎦᏍᎦᏂᏓ|A:ni:ksgáni̋:da.|Lefthanded (plural)
72460-1-entrytone|ᎠᎦᏐᏍᎦ|À:ksósga.|He is going down hill
72460-1-vfirstprestone|ᏥᎦᏐᏍᎦ|Jigà:sósga.|I am going down hill (I am...)
72460-1-vsecondimpertone|ᎯᎦᏐᎯ|Hiksò:hi.|Let you be going down hill (Let you...)
72460-1-vthirdinftone|ᎤᎦᏐᎯᏍᏗ|U:ksò:hisdi.|For him to be going down hill (For him to...)
72460-1-vthirdpasttone|ᎤᎦᏐᏒᎢ|Ù:ksósv̌:ɂi.|He did go down hill (He did...a while ago)
72460-1-vthirdprestone|ᎠᎦᏐᏍᎪᎢ|À:ksósgó:ɂi.|He is usually going down hill (He usually...)
72461-1-entrytone|ᎠᎦᏐᏍᎬᎢ|À:kso:sgv̋:ɂi.|Downhill route
72461-1-nounadjpluraltone|ᏓᎦᏐᏍᎬᎢ|Dà:kso:sgv̋:ɂi.|Downhill route (plural)
72462-1-entrytone|ᎠᎦᏔ|Akta.|Eye
72462-1-nounadjpluraltone|ᏗᎦᏔ|Di:kta.|Eye (plural)
72463-1-entrytone|ᎠᎦᏔᎭ|À:ktaha.|He knows how
72463-1-vfirstprestone|ᏥᎦᏔᎭ|Jigà:taha.|He knows how (I am...)
72463-1-vthirdprestone|ᎠᎦᏔᎰᎢ|À:ktahó:ɂi.|He knows how (He usually...)
72464-1-entrytone|ᎠᎦᏔᎯ|Áktahi.|Witness
72464-1-nounadjpluraltone|ᎠᏂᎦᏔᎯ|Anǐ:ktahi.|Witness (plural)
72465-1-entrytone|ᎠᎦᏔᎿᎢ|Áktahnaɂi.|Knowledgeable
72465-1-nounadjpluraltone|ᎠᏂᎦᏔᎿᎢ|Anǐ:ktahnaɂi.|Knowledgeable (plural)
72466-1-entrytone|ᎠᎦᏔᎲᎠ|À:ktahv́:ɂa.|1. he is turning back 2. he is turning (his head or body)
72466-1-vfirstprestone|ᎦᎦᏔᎲᎠ|Gagà:tahv́:ɂa.|1. I am turning back 2. I am turning (his head or body) (I am...)
72466-1-vsecondimpertone|ᎭᎦᏔᎲᎾ|Haktahv̌:na.|1. Let you be turning back 2. Let you be turning (his head or body) (Let you...)
72466-1-vthirdinftone|ᎤᎦᏔᎲᏍᏗ|U:ktahv̀:sdi.|1. For him to be turning back 2. For him to be turning (his head or body) (For him to...)
72466-1-vthirdpasttone|ᎤᎦᏔᎲᏒᎢ|Ù:ktahv́:sv̌:ɂi.|1. He did turn back 2. He did turn (his head or body) (He did...a while ago)
72466-1-vthirdprestone|ᎠᎦᏔᎲᏍᎪᎢ|À:ktahv́:sgó:ɂi.|1. he is usually turning back 2. he is usually turning (his head or body) (He usually...)
72467-1-entrytone|ᎠᎦᏔᏍᏗᎭ|À:ktâ:sdiha.|He is winking
72467-1-vfirstprestone|ᎦᎦᏔᏍᏗᎭ|Gagà:tâ:sdiha.|I am winking (I am...)
72467-1-vsecondimpertone|ᎭᎦᏔᏍᏓ|Haktà:sda.|Let you be winking (Let you...)
72467-1-vthirdinftone|ᎤᎦᏔᏍᏙᏗ|U:ktà:sdóhdi.|For him to be winking (For him to...)
72467-1-vthirdpasttone|ᎤᎦᏔᏍᏔᏅᎢ|Ù:ktâ:stanv̌:ɂi.|He did wink (He did...a while ago)
72467-1-vthirdprestone|ᎠᎦᏔᏍᏗᏍᎪᎢ|À:ktâ:sdi:sgó:ɂi.|He is usually winking (He usually...)
72468-1-entrytone|ᎠᎦᏖᎷᎲᏍᎦ|À:kte:lu:hv́sga.|He is hitting him on the eye
72468-1-vfirstprestone|ᏥᎦᏖᎷᎲᏍᎦ|Ji:gà:te:lu:hv́sga.|I am hitting him on the eye (I am...)
72468-1-vsecondimpertone|ᎯᎦᏖᎷᎲᎦ|Hi:gà:te:lu:hv̀:ga.|Let you be hitting him on the eye (Let you...)
72468-1-vthirdinftone|ᎤᎦᏖᎷᏗ|U:kte:luhdi.|For him to be hitting him on the eye (For him to...)
72468-1-vthirdpasttone|ᎤᎦᏖᎷᏅᎢ|Ù:kte:lu:hnv̌:ɂi.|He did hitt him on the eye (He did...a while ago)
72468-1-vthirdprestone|ᎠᎦᏖᎷᎲᏍᎪᎢ|À:kte:lu:hvsgó:ɂi.|He is usually hitting him on the eye (He usually...)
72469-1-entrytone|ᎠᎦᏖᎾᏍᏗᎢ|Aktě:nâ:sdi̋:ɂi.|Scenery
72470-1-entrytone|ᎠᎦᏖᏃᎭ|À:kté:noha.|He is looking around
72470-1-vfirstprestone|ᏥᎦᏖᏃᎭ|Jigà:té:noha.|I am looking around (I am...)
72470-1-vsecondimpertone|ᎯᎦᏖᎾᎦ|Hikte:naga.|Let you be looking around (Let you...)
72470-1-vthirdinftone|ᎤᎦᏖᎾᏍᏗ|U:ktě:nâ:sdi.|For him to be looking around (For him to...)
72470-1-vthirdpasttone|ᎤᎦᏖᏃᎸᎢ|Ù:ktě:nô:lv̌:ɂi.|He did look around (He did...a while ago)
72470-1-vthirdprestone|ᎠᎦᏖᏃᎰᎢ|À:kté:nohó:ɂi.|He is usually looking around (He usually...)
72471-1-entrytone|ᎠᎦᏘᎭ|À:ktiha.|He is peeking through
72471-1-vfirstprestone|ᎦᎦᏘᎭ|Gagà:tiha.|I am peeking through (I am...)
72471-1-vsecondimpertone|ᎭᎦᏔ|Hakta.|Let you be peeking through (Let you...)
72471-1-vthirdinftone|ᎤᎦᏙᏗ|U:ktohdi.|For him to be peeking through (For him to...)
72471-1-vthirdpasttone|ᎤᎦᏔᏅᎢ|Ù:ktahnv̌:ɂi.|He did peek through (He did...a while ago)
72471-1-vthirdprestone|ᎠᎦᏘᏍᎪᎢ|À:ktǐ:sgóɂi.|He is usually peeking through (He usually...)
72472-1-entrytone|ᎠᎦᏘᏏ|Akti:si.|1.n.right position, right hand,  2. adj. right-handed
72472-1-nounadjpluraltone|ᎠᏂᎦᏘᏏ|Ani:kti:si.|1.n.right position, right hand,  2. adj. right-handed (plural)
72473-1-entrytone|ᎠᎦᏘᏯ|À:ktǐ:ya.|He is waiting for him/it
72473-1-vfirstprestone|ᏥᎦᏘᏯ|Ji:gà:tǐ:ya.|I am waiting for him/it (I am...)
72473-2-vfirstprestone|ᏥᎦᏘᏯ|Jigà:tǐ:ya.|I am waiting for him/it (I am...)
72473-1-vsecondimpertone|ᎯᎦᏘᏓ|Hi:gà:tǐ:da.|Let you be waiting for him/it (Let you...)
72473-2-vsecondimpertone|ᎯᎦᏘᏓ|Hiktǐ:da.|Let you be waiting for him/it (Let you...)
72473-1-vthirdinftone|ᎤᎦᏘᏗᏍᏗ|U:ktǐ:dî:sdi.|For him to be waiting for him/it (For him to...)
72473-1-vthirdpasttone|ᎤᎦᏘᏛᎢ|Ù:ktí:dv̌:ɂi.|He did wait for him/it (He did...a while ago)
72473-1-vthirdprestone|ᎠᎦᏘᏲᎢ|À:ktǐ:yóɂi.|He is usually waiting for him/it (He usually...)
72474-1-entrytone|ᎠᎦᏘᏱ|Akti̋:yi.|Guard
72474-1-nounadjpluraltone|ᎠᏂᎦᏘᏱ|Ani:kti̋:yi.|Guard (plural)
72475-1-entrytone|ᎠᎦᏙᏗ|Aktohdi.|Telescope
72475-1-nounadjpluraltone|ᏗᎦᏙᏗ|Dǐ:ktohdi.|Telescope (plural)
72476-1-entrytone|ᎠᎦᏙᎲᏍᎦ|À:ktô:hvsga.|He is becoming wise
72476-1-vfirstprestone|ᏥᎦᏙᎲᏍᎦ|Jigà:tô:hvsga.|I am becoming wise (I am...)
72476-1-vsecondimpertone|ᎯᎦᏙᎥᎯ|Hiktoɂvhi.|Let you be becoming wise (Let you...)
72476-1-vthirdinftone|ᎤᎦᏙᎥᎯᏍᏗ|U:ktoɂv́hísdi.|For him to be becoming wise (For him to...)
72476-1-vthirdpasttone|ᎤᎦᏙᎲᏒᎢ|Ù:ktô:hvsv̌:ɂi.|He did becom wise (He did...a while ago)
72476-1-vthirdprestone|ᎠᎦᏙᎲᏍᎪᎢ|À:ktô:hvsgó:ɂi.|He is usually becoming wise (He usually...)
72477-1-entrytone|ᎠᎦᏙᎵ|Aktő:li.|His eye
72477-1-nounadjpluraltone|ᏗᎦᏙᎵ|Di:ktő:li.|His eye (plural)
72478-1-entrytone|ᎠᎦᏙᏍᏗ|À:ktǒ:sdi.|He is looking at him/it
72478-1-vfirstprestone|ᏥᏯᎦᏙᏍᏗ|Ji:yagà:tǒ:sdi.|I am looking at him/it (I am...)
72478-2-vfirstprestone|ᎦᎦᏙᏍᏗ|Gàgà:tǒ:sdi.|I am looking at him/it (I am...)
72478-1-vsecondimpertone|ᎯᏯᎦᏙᏍᏓ|Hi:yagà:tǒ:sda.|Let you be looking at him/it (Let you...)
72478-2-vsecondimpertone|ᎭᎦᏙᏍᏓ|Haktǒ:sda.|Let you be looking at him/it (Let you...)
72478-1-vthirdinftone|ᎤᎦᏙᏍᏙᏗ|U:ktǒ:sdóhdi.|For him to be looking at him/it (For him to...)
72478-1-vthirdpasttone|ᎤᎦᏙᏍᏔᏅᎢ|Ù:ktǒ:stánv̌:ɂi.|He did look at him/it (He did...a while ago)
72478-1-vthirdprestone|ᎠᎦᏙᏍᏗᏍᎪᎢ|À:ktǒ:sdí:sgó:ɂi.|He is usually looking at him/it (He usually...)
72479-1-entrytone|ᎠᎦᏙᎥᎯᏍᏗ|Aktoɂvhísdi.|Wisdom
72480-1-entrytone|ᎠᎦᏛᎴᏍᎦ|À:ktv́:le:sga.|He/it is going through it
72480-1-vfirstprestone|ᏥᎦᏛᎴᏍᎦ|Jigà:tv́:le:sga.|He/I am going through it (I am...)
72480-1-vsecondimpertone|ᎯᎦᏛᎴᎯ|Hiktv:lě:hi.|He/Let you be going through it (Let you...)
72480-1-vthirdinftone|ᎤᎦᏛᎴᎯᏍᏗ|U:ktv:lě:hísdi.|He/For him to be going through it (For him to...)
72480-1-vthirdpasttone|ᎤᎦᏛᎴᏒᎢ|Ù:ktv́:le:sv̌:ɂi.|He/He did go through it (He did...a while ago)
72480-1-vthirdprestone|ᎠᎦᏛᎴᏍᎪᎢ|À:ktv́:le:sgó:ɂi.|He/it is usually going through it (He usually...)
72481-1-entrytone|ᎠᎫᎩᎠ|À:kǔ:gíɂa.|He is dipping liquid
72481-1-vfirstprestone|ᏥᎫᎩᎠ|Jigǔ:gíɂa.|I am dipping liquid (I am...)
72481-1-vsecondimpertone|ᎯᎫᎩ|Hikǔ:gi.|Let you be dipping liquid (Let you...)
72481-1-vthirdinftone|ᎤᎫᎩᏍᏗ|U:kǔ:gî:sdi.|For him to be dipping liquid (For him to...)
72481-1-vthirdpasttone|ᎤᎫᎩᏒᎢ|Ù:kǔ:gî:sv̌:ɂi.|He did dipp liquid (He did...a while ago)
72481-1-vthirdprestone|ᎠᎫᎩᏍᎪᎢ|À:kǔ:gî:sgó:ɂi.|He is usually dipping liquid (He usually...)
72482-1-entrytone|ᎠᎫᎩᏍᏗ|Akǔ:gi̋:sdi.|Dipper
72482-1-nounadjpluraltone|ᏗᎫᎩᏍᏗ|Di:kǔ:gi̋:sdi.|Dipper (plural)
72483-1-entrytone|ᎠᏈᏱᎭ|À:kwiyíha.|He is paying
72483-1-vfirstprestone|ᎦᏈᏱᎭ|Gagwiyíha.|I am paying (I am...)
72483-1-vsecondimpertone|ᎭᏈᏯ|Hakwiya.|Let you be paying (Let you...)
72483-1-vthirdinftone|ᎤᏈᏴᏗ|U:kwiyhdi.|For him to be paying (For him to...)
72483-1-vthirdpasttone|ᎤᏈᏴᎲᎢ|Ù:kwiyv:hv̌:ɂi.|He did pay (He did...a while ago)
72483-1-vthirdprestone|ᎠᏈᏱᏍᎪᎢ|À:kwiyǐ:sgóɂi.|He is usually paying (He usually...)
72484-1-entrytone|ᎠᏈᏴᎡᎭ|À:kwiyv́:ɂe:ha.|He is paying him
72484-1-vfirstprestone|ᏥᏯᏈᏴᎡᎭ|Ji:yagwiyv́:ɂe:ha.|I am paying him (I am...)
72484-1-vsecondimpertone|ᎯᏯᏈᏴᏏ|Hi:yagwiyv̀:si.|Let you be paying him (Let you...)
72484-1-vthirdinftone|ᎤᏈᏴᎡᏗ|U:kwiyv:ɂéhdi.|For him to be paying him (For him to...)
72484-1-vthirdpasttone|ᎤᏈᏴᎡᎸᎢ|Ù:kwiyv́:ɂe:lv̌:ɂi.|He did pay him (He did...a while ago)
72484-1-vthirdprestone|ᎠᏈᏴᎡᎰᎢ|À:kwiyv́:ɂe:hó:ɂi.|He is usually paying him (He usually...)
72485-1-entrytone|ᎠᏈᏍᏙ|Akwsdo.|Pillow
72485-1-nounadjpluraltone|ᏗᏈᏍᏙ|Di:kwsdo.|Pillow (plural)
72486-1-entrytone|ᎠᎳᏍᏓᎡᎭ|À:lâ:sdaɂe:ha.|He is tromping on him/it,   he is speaking badly of him
72486-1-vfirstprestone|ᏥᏯᎳᏍᏓᎡᎭ|Ji:yalâ:sdaɂe:ha.|I am tromping on him/it,   I am speaking badly of him (I am...)
72486-2-vfirstprestone|ᎦᎳᏍᏓᎡᎭ|Galâ:sdaɂe:ha.|I am tromping on him/it,   I am speaking badly of him (I am...)
72486-1-vsecondimpertone|ᎯᏯᎳᏍᏓᎥᎳ|Hi:yalà:sdaɂv̌:la.|Let you be tromping on him/it,   Let you be speaking badly of him (Let you...)
72486-2-vsecondimpertone|ᎭᎳᏍᏓᎥᎳ|Halà:sdaɂv̌:la.|Let you be tromping on him/it,   Let you be speaking badly of him (Let you...)
72486-1-vthirdinftone|ᎤᎳᏍᏓᎡᏗ|U:là:sdaɂéhdi.|For him to be tromping on him/it,   For him to be speaking badly of him (For him to...)
72486-1-vthirdpasttone|ᎤᎳᏍᏓᎡᏢᎢ|Ù:lâ:sdaɂe:hlv̌:ɂi.|He did tromp on him/it,   He did speak badly of him (He did...a while ago)
72486-1-vthirdprestone|ᎠᎳᏍᏓᎡᏍᎪᎢ|À:lâ:sdaɂe:sgó:ɂi.|He is usually tromping on him/it,   he is usually speaking badly of him (He usually...)
72487-1-entrytone|ᎠᎳᏍᏛᏍᎦ|À:lâ:sdvsga.|He is stepping on him/it
72487-1-vfirstprestone|ᏥᏯᎳᏍᏛᏍᎦ|Ji:yalâ:sdvsga.|I am stepping on him/it (I am...)
72487-2-vfirstprestone|ᎦᎳᏍᏛᏍᎦ|Galâ:sdvsga.|I am stepping on him/it (I am...)
72487-1-vsecondimpertone|ᎯᏯᎳᏍᏛᎥᎦ|Hi:yalà:sdvɂv̀:ga.|Let you be stepping on him/it (Let you...)
72487-2-vsecondimpertone|ᎭᎳᏍᏛᎥᎦ|Halà:sdvɂv̀:ga.|Let you be stepping on him/it (Let you...)
72487-1-vthirdinftone|ᎤᎳᏍᏛᏗ|U:là:sdv̀:di.|For him to be stepping on him/it (For him to...)
72487-1-vthirdpasttone|ᎤᎳᏍᏛᏅᎢ|Ù:lâ:sdv̀:nv̌:ɂi.|He did stepp on him/it (He did...a while ago)
72487-1-vthirdprestone|ᎠᎳᏍᏛᏍᎪᎢ|À:lâ:sdvsgó:ɂi.|He is usually stepping on him/it (He usually...)
72488-1-entrytone|ᎠᎳᏍᎦᎵᎭ|À:lâ:sgalíha.|He is playing ball
72488-1-vfirstprestone|ᎦᎳᏍᎦᎵᎭ|Galâ:sgalíha.|I am playing ball (I am...)
72488-1-vsecondimpertone|ᎭᎳᏍᎦᎳ|Halà:sgala.|Let you be playing ball (Let you...)
72488-1-vthirdinftone|ᎤᎳᏍᎦᏟᏗ|U:là:sgáhldi.|For him to be playing ball (For him to...)
72488-1-vthirdpasttone|ᎤᎳᏍᎦᎸᎲᎢ|Ù:lâ:sgalv:hv̌:ɂi.|He did play ball (He did...a while ago)
72488-1-vthirdprestone|ᎠᎳᏍᎦᎵᏍᎪᎢ|À:lâ:sgalǐ:sgóɂi.|He is usually playing ball (He usually...)
72489-1-entrytone|ᎠᎳᏍᎦᎵᏍᎩ|Alà:sgali̋:sgi.|Ball player
72489-1-nounadjpluraltone|ᎠᎾᎳᏍᎦᎵᏍᎩ|Analà:sgali̋:sgi.|Ball player (plural)
72490-1-entrytone|ᎠᎳᏍᎬᎠ|À:lâ:sgvɂa.|He is taking a step
72490-1-vfirstprestone|ᎦᎳᏍᎬᎠ|Galâ:sgvɂa.|I am taking a step (I am...)
72490-1-vsecondimpertone|ᎭᎳᏍᎬᎾ|Halà:sgv̌:na.|Let you be taking a step (Let you...)
72490-1-vthirdinftone|ᎤᎳᏍᎬᏍᏗ|U:là:sgv̀:sdi.|For him to be taking a step (For him to...)
72490-1-vthirdpasttone|ᎤᎳᏍᎬᏒᎢ|Ù:lâ:sgv̀:sv̌:ɂi.|He did tak a step (He did...a while ago)
72490-1-vthirdprestone|ᎠᎳᏍᎬᏍᎪᎢ|À:lâ:sgv̀:sgó:ɂi.|He is usually taking a step (He usually...)
72491-1-entrytone|ᎠᎳᏑᏟᏗ|Alà:sǔhldi.|Law suit
72492-1-entrytone|ᎠᎳᏑᎶ|Alà:sǔ:lo.|Shoe
72492-1-nounadjpluraltone|ᏗᎳᏑᎶ|Di:là:sǔ:lo.|Shoe (plural)
72493-1-entrytone|ᎠᎴ|Ale.|Almost
72494-1-entrytone|ᎠᎴ|Ale.|And, or
72495-1-entrytone|ᎠᎴᏗᎭ|À:lehdíha.|He is placing a long object in an upright position
72495-1-vfirstprestone|ᎦᎴᏗᎭ|Galè:díha.|I am placing a long object in an upright position (I am...)
72495-1-vsecondimpertone|ᎭᎴᏓ|Halehda.|Let you be placing a long object in an upright position (Let you...)
72495-1-vthirdinftone|ᎤᎴᏙᏗ|U:lehdóhdi.|For him to be placing a long object in an upright position (For him to...)
72495-1-vthirdpasttone|ᎤᎴᏔᏅᎢ|Ù:lehtánv́:ɂi.|He did plac a long object in an upright position (He did...a while ago)
72495-1-vthirdprestone|ᎠᎴᏗᏍᎪᎢ|À:lehdǐ:sgóɂi.|He is usually placing a long object in an upright position (He usually...)
72496-1-entrytone|ᎠᎴᎲᏍᎦ|À:le:hv́sga.|He is standing in a certain spot
72496-1-vfirstprestone|ᎦᎴᎥᏍᎦ|Galeɂv́sga.|I am standing in a certain spot (I am...)
72496-1-vsecondimpertone|ᎭᎴᎲᎦ|Hale:hv̀:ga.|Let you be standing in a certain spot (Let you...)
72496-1-vthirdinftone|ᎤᎴᏗ|U:lehdi.|For him to be standing in a certain spot (For him to...)
72496-1-vthirdpasttone|ᎤᎴᏅᎢ|Ù:le:hnv̌:ɂi.|He did stand in a certain spot (He did...a while ago)
72496-1-vthirdprestone|ᎠᎴᎲᏍᎪᎢ|À:le:hvsgó:ɂi.|He is usually standing in a certain spot (He usually...)
72497-1-entrytone|ᎠᎴᏫᏍᏗᎭ|À:le:hwisdíha.|He/it is stopping
72497-1-vfirstprestone|ᎦᎴᏫᏍᏗᎭ|Galè:wisdíha.|He/I am stopping (I am...)
72497-1-vsecondimpertone|ᎭᎴᏫᏍᏓ|Hale:hwisda.|He/Let you be stopping (Let you...)
72497-1-vthirdinftone|ᎤᎴᏫᏍᏙᏗ|U:le:hwisdóhdi.|He/For him to be stopping (For him to...)
72497-1-vthirdpasttone|ᎤᎴᏫᏍᏔᏅᎢ|Ù:le:hwistanv́:ɂi.|He/He did stopp (He did...a while ago)
72497-1-vthirdprestone|ᎠᎴᏫᏍᏗᏍᎪᎢ|À:le:hwisdǐ:sgóɂi.|He/it is usually stopping (He usually...)
72498-1-entrytone|ᎠᎴᏫᏍᏙᏗᎭ|À:le:hwisdóhdíha.|He is stopping him/it
72498-1-vfirstprestone|ᏥᏯᎴᏫᏍᏙᏗᎭ|Ji:yalè:wisdóhdíha.|I am stopping him/it (I am...)
72498-2-vfirstprestone|ᎦᎴᏫᏍᏙᏗᎭ|Galè:wisdóhdíha.|I am stopping him/it (I am...)
72498-1-vsecondimpertone|ᎯᏯᎴᏫᏍᏙᏓ|Hi:yalè:wisdohda.|Let you be stopping him/it (Let you...)
72498-2-vsecondimpertone|ᎭᎴᏫᏍᏙᏓ|Hale:hwisdohda.|Let you be stopping him/it (Let you...)
72498-1-vthirdinftone|ᎤᎴᏫᏍᏙᏙᏗ|U:le:hwisdóhdóhdi.|For him to be stopping him/it (For him to...)
72498-1-vthirdpasttone|ᎤᎴᏫᏍᏙᏔᏅᎢ|Ù:le:hwisdóhtánv̌:ɂi.|He did stopp him/it (He did...a while ago)
72498-1-vthirdprestone|ᎠᎴᏫᏍᏙᏗᏍᎪᎢ|À:le:hwisdóhdí:sgó:ɂi.|He is usually stopping him/it (He usually...)
72499-1-entrytone|ᎠᎴᏂᎭ|À:le:níha.|He is starting/beginning
72499-1-vfirstprestone|ᎦᎴᏂᎠ|Gale:ní:ɂa.|I am starting/beginning (I am...)
72499-1-vsecondimpertone|ᎭᎴᎾ|Halě:na.|Let you be starting/beginning (Let you...)
72499-1-vthirdinftone|ᎤᎴᏅᏗ|U:lenhdi.|For him to be starting/beginning (For him to...)
72499-1-vthirdpasttone|ᎤᎴᏅᎲᎢ|Ù:le:nv:hv̌:ɂi.|He did start/beginning (He did...a while ago)
72499-1-vthirdprestone|ᎠᎴᏂᏍᎪᎢ|À:le:nǐ:sgóɂi.|He is usually starting/beginning (He usually...)
72500-1-entrytone|ᎠᎵᏟᎭ|À:lidlíha.|It is boiling
72500-1-vthirdinftone|ᎤᎵᏟᏗ|U:lihldi.|For him to be boiling (For him to...)
72500-1-vthirdpasttone|ᎤᎵᏢᎲᎢ|Ù:lidlv:hv̌:ɂi.|He did boil (He did...a while ago)
72500-1-vthirdprestone|ᎠᎵᏟᏍᎪᎢ|À:lidlǐ:sgóɂi.|It is usually boiling (He usually...)
72501-1-entrytone|ᎠᎵ|A:li.|Sweat
