"id","entrytone","nounadjpluraltone","vfirstprestone","vsecondimpertone","vthirdinftone","vthirdpasttone","vthirdprestone","definitiond"
73170,"ga.2nv1hlo23sdi","di.2ga.2nv1hlo23sdi","","","","","","1. brake (handle, pedal, etc.)  2. brakes (when plural form is used.)"
73171,"ga.2nv2hnv4?i","de23ga.3nv2hnv4?i","","","","","","route"
73172,"ga.2nv3ji2do3ha","","ji.2nv3ji2do3ha","hi.2nv1ji23da","u2nv1ji23da32sdi","u1nv3ji2do3lv23?i","ga.2nv3ji2do3ho3?i","he's tossing about"
73173,"ga.2nv3ne.2ha","","ji2nv3ne.2ha","hi2nv1si","u2nv1neh3di","u1nv3ne2lv23?i","ga.2nv3ne2ho3?i","he's giving him a flexible object"
73174,"ga.2nv2no2wa","","","","","","","pipe"
73175,"ga.2nv1sge","di.2ga.2nv1sge","","","","","","leg"
73176,"ga.2nv1sge4ni","di.2ga.2nv1sge4ni","","","","","","his leg"
73177,"ga.2nv2wo4?i","di.2ga.2nv2wo4?i","","","","","","his shoulder"
73178,"ga2sa.2do32sga","","ji2ya1sa.2do32sga, ji1sa.2do32sga","hi2ya1sa.2do1hya, hi2sa.2do1hya","u.2wa2sa.2do1sdi","u1wa2sa.2do32hyv23?i","ga2sa.2do32sgo3?i","he's pushing him, it"
73179,"ga2sa.2gwa.2le23hi.3ha","","ji2ya1sa.2gwa.2le23hi.3ha, ji1sa.2gwa.2le23hi.3ha","hi2ya1sa.2gwa.2le23ga, hi2sa.2gwa2le23ga","u.2wa2sa.2gwa.2le23sdi","u1wa2sa.2gwa.2le23hlv3?i","ga2sa.2gwa.2le23hi.3ho3?i","he's rolling him, it"
73180,"ga23sa.3gwa.2lv4?i","di.2ga23sa.3gwa.2lv4?i","","","","","","round"
73181,"ga1sa.2le23ni","di.2ga1sa.2le23ni","","","","","","coat"
73182,"ga1sa.2na2li","","","","","","","roof"
73183,"ga3sa.2ne23na.3dv.2sga","","ji3sa.2ne23na.3dv.2sga","hi1sa.2ne2na.2dv1ga","u.2wa1sa.2ne23na.3dv1di","u1wa3sa.2ne23na3dv1nv23?i","ga3sa.2ne23na.3dv2sgo3?i","he's attaching it (flexible), behind it"
73184,"ga2sgi.2lo","di.2ga2sgi.2lo","","","","","","chair, table"
73185,"ga2sgi.2lo al2sdayh1di4?i",,,,,,,"dining table"
73186,"ga2sgi.2lo di2hlih2ge4sgi","","","","","","","rocking chair"
73187,"ga2sgi.2lv4?i","","","","","","","on a chair, table"
73188,"ga3sgwo.2?i2ha","","","","u.2wa1sgwo1?i.2sdi","u1wa3sgwo1lv23?i","ga3sgwo.2?i.2ho3?i","it's dripping"
73189,"ga3soh2gwa.2ti","di2ni3soh2gwa.2ti","","","","","","humpbacked"
73190,"ga2so.2hi4?i","","","","","","","his back"
73191,"ga2svnh2ga","","ji1svnh2ga","hi2svnh2gi","u.2wa2svn2sdi","u1wa2svnh2jv23?i","ga2svnh2go3?i","he's whistling"
73192,"ga3sv2tv.3sga","","ji3sv2tv.3sga","hi1sv2tv1ga","u.2wa1sv23tdi","u1wa3sv2ta.3nv3?i","ga3sv2tv.3sgo.3?i","he's piling it up"
73193,"ga.2ta","","","ha.2te3sdi","","","ga.2to3?i","it's hanging"
73194,"ga.2tdi","di.2ga.2tdi","","","","","","button"
73195,"ga2te3sa.?2di","di.2ga2te3sa.?2di","","","","","","cooking pan"
73196,"ga2ti.3ha","","ji2ya1ti.2ha, ji1ti.2ha","hi2ya1ti.2ga, hi2ti.2ga","u.2wa2ti.2sdi","u1wa2ti.2hlv23?i","ga2ti.3ho.3?i","he's stabbing him, it"
73197,"ga23ti3yo4?i",,,,,,,"stompgrounds"
73198,"ga1toh2ga","di.2ga1toh2ga","","","","","","tail"
73199,"ga.2tv.3sga","","ga.?2dv.3sga","ha.2tv1ga","u2tdi","u1ta.2nv3?i","ga.2tv.3sgo.3?i","he's hanging it up"
73200,"ga.2we3hli.2ha","","ji.2we3hli.2ha","hi.2we1hlv23na","u2we1hlvh3di","u1we3hlv2hnv23?i","ga.2we3hli2sgo3?i","he's joking, he's teasing"
73201,"ga.2we3so2lv23sdi.3ha","","ji2ya.2we3so2lv23sdi.3ha","hi2ya.2we1so2lv23sda","u2ya.2we1so23lv3sdoh2di","u1ya.2we3so2lv23sta.3nv23?i","ga.2we3so2lv23sdi3sgo3?i","he's resting him"
73202,"ga.2wo3?a","","ji2ya.2wo3?a","hi2ya.2wo23ja","u2wo1sdi","u1wo3?v23?i","ga.2wo3sgo3?i","1. he's bathing him 2. he's baptizing him"
73203,"ga.2wo23hi.3li2yv.2?a","","ga.2wo3?i.2li23yv.3?a","ha.2wo2hi.2li2yv23na","u2wo23hi.3li2yv1sdi","u1wo23hi.3li2yv1sv23?i","ga.2wo23hi.3li2yv1sgo3?i","he's replying"
73204,"ga.2wonh3di.3ha","","ji2wonh3di.3ha","hi2wonh1da","u2wonh1doh3di","u1wonh3ta.2nv23?i","ga.2wonh3di23sgo3?i","he's lecturing him"
73205,"ga.2wo1ni23da","","","","","","","gossip"
73206,"ga.2wo3ni.2ha","","ji.2wo3ni.2ha","hi.2wo1ni23hi","u2wo1ni23hi.3sdi","u1wo3ni2sv23?i","ga.2wo3ni2sgo3?i","he's speaking"
73207,"gaw2sv1gi","a.2niw2sv1gi","","","","","","cantaloupe, muskmelon"
73208,"ga3ye2sa.?dv4?i","de2ga32ye2sa.?3dv4?i","","","","","","his finger"
73209,"ga2yew2sga","","ji2ye2wi1sga","hi2ye23wa","u.2wa2yew2sdi","u1wa2yew2sv23?i","ga2yew2sgo3?i","he's sewing it"
73210,"ga2yew2sgi4?i","","","","","","","sewing machine"
73211,"gayh2go4gi","a.2niyh2go4gi","","","","","","liar"
73212,"gayh2go1gi","","","","","","","lie"
73213,"ga1yo4hli","","","","","","","small quantity"
73214,"ga3yu2la","","","","","","","already"
73215,"ge2hlo.3ha","","ji2ye1lo.3ha","hi2ye2lo1ga","u.2wel2sdi","u1we2hla.3lv3?i","ge2hlo.3ho.3?i","he's feeding him, it"
73216,"ge2hlu.2hv.3sga","","ge1lu.2hv.3sga","he2hlu.2hv1ga","u.2we2hlu.2hv.3sdi","u1we2hlu.2hnv23?i","ge2hlu.2hv.3sgo.3?i","he, it's howling, screaming, yelling, etc"
73217,"ge3hyah2ta.2hi","a.2ne3hyah2ta.2hi","","","","","","wild"
73218,"ge.2?i","","","","","","","downstream"
73219,"ge2ji.2go2li23ye32di4?i","","","","","","","clinic"
73220,"ge2li23si3ne2ha","","ji2ye2li23si3ne.2ha","hi2ye2li23si3ne2he3sdi","u.2we2li23si3nv1sdi","","ge2li23si3ne2ho3?i","he's leading it by a leash"
73221,"ge2li4stgi","di.2ge2li4stgi","","","","","","pie"
73222,"ge2ti2lo4sdi","di.2ge2ti2lo4sdi","","","","","","crowbar"
73223,"ge3tv.2sdi","di.2ge3tv.2sdi","","","","","","post"
73224,"ge2tv.3sga","","ge?2dv.3sga","he2tv1ga","u.2we2tdi","u1we2ti.3nv3?i","ge2tv.3sgo.3?i","he's setting a post (or other long object) into the ground"
73225,"gi23ga","","","","","","","blood"
73226,"gi23ga de2ka.3yv23sgwo.3?i.2ha","","gi23ga de2ga32yv23sgwo.3?i.2ha","gi23ga ti.2hyv3sgwo2ja","gi23ga ju2hyv23sgwo.3?i.2sdi","gi23ga du1hyv23sgwo32lv23?i","gi23ga de23ka.3yv23sgwo.3?i.2ho3?i","he has a nosebleed"
73227,"gi23ga.3ge, gi23ge","","","","","","","red"
73228,"gi?2hla","","","","","","","loose hair"
73229,"gi2hli","","","","","","","dog"
73230,"gi2hli di.2ga.?2le23nv3hi2da","gi2hli di2ni2le23nv3hi2da","","","","","","hounddog"
73231,"Gi.2li2si","","","","","","","English"
73232,"gi2nu4tdi","","","","","","","quarter, one-fourth"
73233,"gi2nv23sa","","","","","","","ourselves (you alone and I) (see Gram III, A)"
73234,"go2ge4yi","","","","","","","spring"
73235,"go2gi","","","","","","","summer"
73236,"go2hi4da","","","","","","","a long time"
73237,"go2hi23ne32ga","","ji2yo.2?i23ne32ga","hi2yo.2?i2nu1ga","u.2wo2hi23nv32sdi","u1wo2hi23nv32sv23?i","go2hi23ne32go3?i","he's leading him by the hand"
73238,"go2hiyh2da32ne.2ha","","ji2yo.2?iyh2da32ne.2ha","hi2yo.2?iyh2da1si","u.2wo2hiyh2da1neh3di","u1wo2hiyh2da32ne2lv23?i","go2hiyh2da32ne2ho3?i","1. he's agreeing with him 2. he's vouching for him"
73239,"go2hiyh2di","","","","","","","belief, faith"
73240,"gohl2ga","","ji2yo2li1ga","hi2yo2li1gi","u.2wo2hli.3sdi","u1wohl2jv23?i","goh2lgo3?i","he's recognizing him"
73242,"gohl2ga","","go2li1ga","hohl2gi","u.2wo2hli.3sdi","u1wohl2jv23?i","gohl2go3?i","he understands it"
73243,"gohl4gi","di.2gohl4gi","","","","","","his acqaintance"
73244,"go2hlv2hnv4?i",,,,,,,"butter"
73245,"go2hlv.3sga","","go1lv.3sga","ho2hlv.2hi","u.2wo2hlv.3hi.3sdi","u1wo2hlv.3sv3?i","go2hlv.3sgo.3?i","he's getting full"
73246,"go1hlv2sga","","go1hlv2sga","ho2hlv23na","u.2wo2hlvnh2di","u1wo2hlv2hnv23?i","go2hlv2sgo3?i","he's making it"
73247,"go2honh2di.3ha","","go.2?onh2di.3ha","ho2honh2da","u.2wo2honh2doh3di","u1wo2honh2ta.3nv3?i","go2honh2di23sgo.3?i","he's making it (round, long) fall"
73248,"go2ho.2sga","","go.2?o.2sga","ho2ho.2hi","u.2wo2ho.2hi.2sdi","u1wo2ho.2sv23?i","go2ho.2sgo3?i","it's (round, long) falling"
73249,"go2hu4sdi, go4sdi","","","","","","","something"
73250,"go2hwe2li","di.2go2hwe2li","","","","","","1. paper 2. letter"
73251,"go2hwe23li3?a","","go1we23li.3?a","ho2hwe2lv1ga","u.2wo2hwe23lo32di","u1wo2hwe23la32nv23?i","go2hwe23li32sgo3?i","he's writing it"
73252,"Go.2?i4","","","","","","","Greasy"
73253,"go.2?i","","","","","","","1. grease 2. oil"
73254,"go.2?i2ha4?i","","","","","","","greasy"
73255,"go32ja.2ne3?a","","go32ja.2ne3?a","ho1ja.2na.2gi","u.2wo1ja.2ne1sdi","u1wo32ja.2ne3sv23?i","go32ja.2ne3sgo3?i","he's pulling a trigger"
73256,"go1ja.2ne1sdi4?i","di.2go1ja.2ne2sdi4?i","","","","","","trigger"
73257,"go4ksdi","di.2go4ksdi","","","","","","cigarette"
73258,"go2ksga","","go2gi1sga","ho23gi","u.2wo2ksdi","u1wo2ksv23?i","go2ksgo3?i","he's smoking it"
73259,"go4la","","","","","","","winter"
73260,"go23le23hi","","","","","","","pneumonia"
73261,"go23sda1yi","","","","","","","sharp"
73262,"go2sdi1yu4hli","","","","","","","dull"
73263,"go2sdv3ni2ha","","go1sdv3ni.2ha","ho2sdv2ni1ga","u.2wo2sdv23ni32sdi","u1wo2sdv23ni32lv23?i","go2sdv3ni.2ho3?i","he's batting it"
73264,"go2sdv3ni1sdi","di.2go2sdv3ni1sdi","","","","","","bat"
73265,"go1se.3ha","","ji2yo1se.3ha","hi2yo1si","u.2wo1seh3di","u1wo1se23lv2?i","go1se.3ho.3?i","he's saying to him"
73266,"go2ti.2sga","","go1ti.2sga","ho2ti.2hi","u.2wo2ti.2hi.2sdi","u1wo2ti.2sv23?i","go2ti.2sgo3?i","it's swelling"
73267,"go23tv4?i","","","","","","","fire (for heating)"
73268,"go23tv.3sga","","go3dv.2sga","ho2tv1ga","u.2wo23tdi","u1wo23ta.3nv23?i","go23tv.3sgo3?i","he's building a fire"
73269,"gu2da.2le3?a","","ji2yu2da.2le3?a, gu2da.2le3?a","hi2yu2da.2la.2gi, hu2da.2la.2gi","u.2wu2da.2le1sdi","u1wu2da.2le3sv23?i","gu2da.2le3sgo3?i","1. he's unhitching him, it 2. he's unhooking it 3. he's unplugging it"
73270,"gu2da.2lv32sga","","ji2yu2da.2lv32sga, gu2da2lv32sga","hi2yu2da.2lv.2?v1ga, hu2da.2lv.2?v1ga","u.2wu2da.2lv1di","u1wu2da.2lv32nv23?i","gu2da.2lv32sgo3?i","1. he's hitching him, it up 2. he's hooking it up 3. he's plugging it in"
73271,"gu1gu","","","","","","","bottle"
73272,"gu1gu","","","","","","","tick"
73273,"Gu1gu4?i","","","","","","","Bartlesville"
73274,"gu23hahl2di","di.2gu23hahl2di","","","","","","handle (for a tool)"
73275,"gu2ha.2hlv.3sga","","gu.2?a.2hlv.3sga","hu2ha.2hlv1ga","u.2wu2hahl2di","u1wu2ha.2hla.3nv3?i","gu2ha.2hlv.3sgo.3?i","he's putting a handle on a tool"
73276,"gu2hgwe","","","","","","","quail"
73277,"gu2hi2lo3?a","","gu.2?i2lo3?a","hu2hi2lo23ja","u.2wu2hi2lo1sdi","u1wu2hi2lo3?v23?i","gu2hi2lo3sgo3?i","he's washing it"
73278,"gu2hi23sdi.3ha","","ji2yu.2?i23sdi.3ha","hi2yu.2?i23sda","u.2wu2hi23sdoh3di","u1wu2hi23sta.3nv23?i","gu2hi23sdi3sgo3?i","he's accusing him"
73279,"gu1hlv3di","di.2gu1hlv3di","","","","","","lid"
73280,"gu3hlv.2sga","","gu3hlv.2sga","hu1hlv.2?v1ga","u.2wu1hlv1di","u1wu3hlv1nv23?i","gu3hlv.2sgo3?i","1. he's covering it 2. he's putting a lid on it"
73281,"gu2hv.3sga","","gu.2?v.3sga","hu2hv1ga","u.2wuh2di","u1wu2hnv23?i","gu2hv.2sgo3?i","he's putting it in water"
73282,"gu2le","","","","","","","acorn"
73283,"gu2le di2sgo23hni.2hi","gu2le di2ni2sgo23hni2hi","","","","","","mourning dove"
73284,"Gu2so4?i","","","","","","","Muskogee"
73285,"gu2te3?a","","ji2yu1te3?a,  gu1te3?a","h2yu1ta.2gi, hu2ta.2gi","u.2wu2te1sdi","u1wu2te3sv23?i","gu2te3sgo3?i","he's picking him, it up"
73286,"gu2ti.3ha","","-----","-----","u.2wu2toh2di","u1wu2ta.2hnv23?i","gu2ti23sgo.3?i","it's snowing"
73287,"gv2gi1sdi","","","","","","","watermelon"
73288,"gv2gu23sdi.3ha","","gv2gu1sdi.3ha","hv2gu23sda","u.2wa2gu23sdoh3di","u1wa2gu23sta.3nv23?i","gv2gu23sdi3sgo3?i","he's sifting it"
73289,"gv2gu23sga","","-----","-----","u.2wa2gu23sdi","u1wa2gu23sv3?i","gv2gu23sgo.3?i","it's leaking"
73290,"gvh4di","","","","","","","with, by means of"
73291,"gv2he","","","","","","","bobcat"
73292,"gv2hna","","gv1na","hv2hne3sdi","-----","-----","gv2hno3?i","he is alive"
73293,"gv.3hna.2gal2sdi","","","","","","","active"
73294,"gv23hna.3ge4?i","a.2ni2gv23hna.3ge4?i, di2gv23hna.3ge4?i","","","","","","black"
73295,"gv2hni.3ha","","ji2yv1ni.3ha, gv1ni.3ha","hi2yv2ni1ga, hvhn2ga","u.2wan2sdi","u1wa2hni.3lv3?i","gv2hni.3ho3?i","1. he's hitting, striking him, it 2. he's knocking"
73296,"gv2hni.2sdi.3ha","","gv1ni.2sdi.3ha","hv2hni.2sda","u.2wa2hni.2sdoh3di","u1wa2hni.2sta.3nv3?i","gv2hni.2sdi23sgo.3?i","he's cooking it (a specific food)"
73297,"gv2hno4da","di2nv2hno4da","","","","","","alive"
73298,"gv2hnv4?i","da1nv2hnv4?i","","","","","","his life"
73299,"gv2hwa.2no4sda","","","","","","","whole"
73300,"gv2ja.2hla.3nv4hi","","","","","","","fried"
73301,"gv2ja.2hlv.3sga","","gv1ja.2hlv.3sga","hv2ja.2hlv1ga","u.2wv2jahl2di","u1wv2ja.2hla.3nv3?i","gv2ja.2hlv.3sgo.3?i","he's frying it"
73302,"gv3na","","","","","","","turkey"
73303,"gv1nawh2di.3ha","","gv2na.2wo1di.3ha","hv2nawh2da","u.2wa2nawh2doh3di","u1wa2nawh2ta.3nv3?i","gv2nawh2di23sgo.3?i","he's melting it"
73304,"gv2na.2wo2sga","","gv2na.2wo1sga","hv2na.2wo23hi","u.2wa2na.2wo2hi.2sdi","u1wa2na.2wo2sv23?i","gv2na.2wo2sgo3?i","it's melting"
73305,"gv2no2sa.3sdi","di.2gv2no2sa.3sdi","","","","","","broom"
73306,"gv2no2sa3sga","","gv2no1sa.2sga","hv2no23sa","u.2wa2no2sa.2sdi","u1wa2no2sa.2hv23?i","gv2no2sa.2sgo3?i","he's sweeping it"
73307,"gvn2sga","","-----","hv23hni","u.2wa2hni.3sdi","u1wan2sv23?i","gvn2sgo3?i","1. it's becoming done (by cooking) 2. it's ripening"
73308,"gv1sga.2hlv.3sga","","gv1sga.2hlv.3sga","hv2sga.2hlv1ga","u.2wa2sgahl2di","u1wa2sga.2hla.3nv3?i","gv2sga.2hlv.3sgo.3?i","he's hiding it"
73309,"gv2sga.2la.3di.3?a","","gv2sga.2la.3di.3?a","hv2sga.2la.2da","u.2wa2sga.2la.2di1sdi","u1wa2sga.2la.3dv23?i","gv2sga.2la.3di32sgo3?i","he's hiding a long object"
73310,"gv2sga.3lv.32sga","","ji2yv1sga.2lv32sga, gv1sga.2lv32sga","hi2yv1sga.2lv.2?v1ga, hv2sga2lv.2?v1ga","u.2wa2sga.2lv1di","u1wa2sga.2lv32nv23?i","gv2sga.2lv32sgo3?i","he's hiding him, it (flexible)"
73311,"gv2sgwa.2lo3?a","","gv1sgwa.2lo3?a","hv2sgwa.2lo23ja","u.2wa2sgwa.2lo1sdi","u1wa2sgwa.2lo3?v23?i","gv2sgwa.2lo3sgo3?i","he's cracking it"
73312,"gv2tv.3sga","","gv1dv.3sga","hv2tv1ga","u.2wv2tdi","u1wv2ta.3nv3?i","gv2tv.3sgo.3?i","he's putting it into a fire"
73313,"gv3wa.2hlv.3sga","","gv3wa.2hlv.3sga","hv1wa.2hlv1ga","u2wv1wahl3di","u1wv3wa.2hla.3nv3?i","gv3wa.2hlv.3sgo.3?i","he's soaking it (flexible object)"
73314,"gv2wa2tu3hwi.2da","","","","","","","all around"
73315,"-gwu","","","","","","","1. only, just 2. still"
73316,"h-","","","","","","","second person singular"
73317,"-ha","","","","","","","partitive"
73318,"ha2dlv","","","","","","","where"
73319,"ha.2wi4ni","","","","","","","under"
73320,"ha.2wi3ni di3dla","","","","","","","underneath"
73321,"ha.2wi2ya","","","","","","","meat"
73322,"-hehno","","","","","","","because"
73323,"-hno","","","","","","","and"
73324,"he1sdi, hle1sdi","","","","","","","don't"
73325,"-hi","","","","","","","(see -i)"
73326,"hi.2?a","","","","","","","this, these"
73327,"hi.2la4","","","","","","","how, what (with nouns of quantity, duration, size, etc.)"
73328,"hi.2la32yv4?i","","","","","","","when"
73329,"hi.2sgi","","","","","","","five"
73330,"hla, tla","","","","","","","no, not"
73331,"hla.3 go2hu4sdi","","","","","","","nothing"
73332,"hla.3 i.2lvh3dlv, hla.3 dlv4","","","","","","","nowhere"
73333,"hla.3 i.2lv23hi.3yu","","","","","","","never"
73334,"hla.3 ki.2lo","","","","","","","no one"
73335,"hla.2wo1tu",,,,,,,"mud"
73336,"hla.2wo1tu2ha4?i","a.2ni2hla.2wo1tu2ha4?i, di2hla.2wo1tu2ha4?i","","","","","","muddy (object)"
73337,"hla.2wo1tu4hi","","","","","","","1. adj. muddy (ground), 2. adv. In the mud"
73338,"hle4ga","","","","","","","for a while"
73339,"hle2ki3","","","","","","","soon"
73340,"hle1sdi","","","","","","","don't"
73341,"hlgv4?i","dehl23gv4?i","","","","","","tree"
73342,"hlv2da.2ji, tlv2da.2ji","","","","","","","lion"
73343,"-hno","","","","","","","and (see Gram. III, F)"
73344,"ho.2wa","","","","","","","okay"
73346,"-hv","","","","","","","Question marker (see Gram. I, D)"
73347,"hyah2te23na","di2hyah2te23na, ju2hyah2te23na","","","","","","board"
73348,"hyah2to4hli","di2hyah2to4hli","","","","","","narrow"
73349,"hyeh2ga.2hli","di2hyeh2ga.2hli","","","","","","quilt"
73350,"i-","","","","","","","repetitive (see Gram. I, A)"
73351,"-i","","","","","","","locative (see Gram. II, B)"
73352,"-i","","","","","","","agent (see Gram.II, B)"
73353,"-i","","","","","","","future tense (Gram. I, D)"
73354,"-idi","","","","","","","about to, on the verge of (see Gram. I, D)"
73355,"i23ga4","","","","","","","quantity (inanimate)"
73356,"i2ga","","","","","","","day"
73357,"i23ga3da","","","","","","","some"
73358,"i23ga.?3luh2ga","","i23ji.?3lu2ga","ji23hi.?3luh2gi","v.3?u2lu.3hi.3sdi, u.?lu.3hi.3sdi","v.3?u2luh3jv23?i, u.?3luh3jv3?i","i23ga.?3luh2go.3?i","he's returning"
73359,"i23ga.3nv2hi4da","i23di.3ga.2nv2hi4da","","","","","","in length"
73360,"i23ga32sv4ti","","","","","","","rick (of wood)"
73361,"i23ga.2ti","i.2di3na.2ti, i23di.2ga.2ti","","","","","","height"
73362,"i23go3hi4da","","","","","","","length of time"
73363,"i23go3hi4da","","","","","","","until"
73364,"i23gv3na.2de4na","","","","","","","area"
73365,"i.1gv23sa","","","","","","","1. ourselves (you all and I), 2. one another, each other (see Gram. III, A)"
73366,"i.2gv23yi","","","","","","","earlier than"
73367,"i.2gv2yi4?i","","","","","","","first"
73368,"i.2je4?i","a.2ni2je4?i","","","","","","green (of fruit or vegetable)"
73369,"i.2je4?i","di2je4?i","","","","","","new (inanimate)"
73370,"i.2je.3?i.2yu4sdi","","","","","","","green"
73371,"i.2ju3de2ti.2yv4da","","","","","","","years (number of)"
73372,"i23ju3la","","","","","","","both"
73373,"i1jv23sa","","","","","","","1. yourselves (you all), 2. one another, each other (see Gram. III, A)"
73374,"i.3ki.2da","","","","","","","size"
73375,"i.3la1sih2di","","","","","","","foot (unit of measure)"
73376,"i.2lv23hi.3yu4?i","","","","","","","ever"
73377,"i.2lv4sgi","","","","","","","few"
73378,"i4na","","","","","","","far"
73379,"i23na.3da","","","","","","","snake"
73380,"i23na.3ge4?i","","","","","","","forest, wilderness"
73381,"i2nv2hi","","","","","","","too far"
73382,"i2sa","","","","","","","flour"
73383,"i.3sih2ta.2di1sdi","","","","","","","inch"
73384,"i2ya","","","","","","","pumpkin"
73385,"i.2ya.3danh3teh3di","","","","","","","cent"
73386,"i.2ya.3ga.2yv4li","","","","","","","thousand"
73387,"i.2ya.3ta.2hwo1sta.2nv4?i","","","","","","","minute"
73388,"i.2yu3da4li","","","","","","","1. apart  2. often"
73389,"i.2yu3hli2lo4da","","","","","","","unit of measure (acres, bushels, gallons, hours, miles, yards)"
73390,"i.2yu3na.2do23da.2gwa1sdi","","","","","","","weeks"
73391,"i.2yu4sdi","","","","","","","like"
73392,"i.2yu.3wa2hni.2lv4?i","","","","","","","o'clock"
73393,"i.2yu.3wa4kdi, yu.3wa4kdi","","","","","","","time, times"
73394,"j-","","","","","","","past tense (see Gram. I, A)"
73395,"j-","","","","","","","relative (see Gram. I, A)"
73396,"ja-","","","","","","","second person singular (see Gram. I, B)"
73397,"Ja.2la.2gi","","","","","","","Cherokee (language)"
73398,"Ja.2la.2gi, A.2ja.2la.2gi","A.2ni2ja.2la.2gi","","","","","","Cherokee"
73399,"Ja.2la.2gu.3we2ti4?i","","","","","","","North Carolina"
73400,"ji-","","","","","","","first person singular subject (see Gram. I, D)"
73401,"ji.2gi.2?li.2li","","","","","","","chickadee"
73402,"ji2la.2li","","","","","","","chewing gum"
73403,"Ji23sa","","","","","","","Jesus"
73404,"ji2sdu","","","","","","","rabbit"
73405,"ji3sdv2na","","","","","","","crayfish"
73406,"ji3sdv2na a.2da2jvy4sgi","","","","","","","scorpion"
73407,"ji3sgwa","","","","","","","bird"
73408,"ji23sgwo32gwo","","","","","","","robin"
73409,"ji.2ta23ga","","","","","","","chicken"
73410,"ji.2ta23ga a.2chv2ya","ji.2ta23ga a.2ni2chv2ya","","","","","","rooster"
73411,"ji23yu","","","","","","","boat, airplane"
73412,"ji23yu di2hla.2wi2tdi4sgi","ji23yu di2na.2hla.2wi2tdi4sgi","","","","","","pilot"
73413,"ji2yu4kdi","","","","","","","straight (directional)"
73414,"jo2gi","","","","","","","upstream"
73415,"jo.2?i","","","","","","","three"
73416,"jo.2?i2ne4?i","","","","","","","third"
73417,"Jo.2?i2ne.4 I2ga","","","","","","","Wednesday"
73418,"jo2la","","","","","","","tobacco"
73419,"jo23la.2ni","","","","","","","window"
73420,"-ju","","","","","","","question marker (see Gram. I, D)"
73421,"ju2da.2le2hnv4da","ju2na.2da.2le2hnv4da","","","","","","different, various"
73422,"ju2da23ti.2hna.2?i","ju2na.2da23ti.2hna.2?i","","","","","","chairman, president"
73423,"ju23ga3na.2wv4?i","","","","","","","south"
73424,"ju2ganh2de23na","","","","","","","cabbage"
73425,"ju2ga.2no1ji","ju2ni2ga.2no1ji","","","","","","centipede"
73426,"ju2gv23wahl2di","ju2na.2gv23wahl2di","","","","","","price"
73427,"ju2gv2wahl2di","","","","","","","wealth"
73428,"ju23hli.3?i.2lv3sta.2nv4?i","","","","","","","in the past, formerly"
73429,"ju2hna.2jo4sdi","ju2ni2hna.2jo4sdi","","","","","","sour"
73430,"ju2hna.2wo","","","","","","","his clothes"
73431,"ju23hyv3dlv4?i","","","","","","","north"
73432,"ju2ja.2yo4sdi","","","","","","","barbed, thorny"
73433,"ju2ka.2nv1sde23na","ju2na.2ka.2nv1sde23na","","","","","","bull"
73434,"ju2ksv4sdi","","","","","","","smoky"
73435,"ju2ksv23sdi","","","","","","","smoke"
73436,"ju2kta.2ji3sda.2hli","ju2na.2kta.2ji3sda.2hli","","","","","","copperhead"
73437,"ju2kto23yv3?i.2sdi","","","","","","","blinding (brightness)"
73438,"ju2la1sgi","","","","","","","alligator"
73439,"ju2la1sgi","","","","","","","1. cast iron,  2. a sort of cast iron pot"
73440,"ju2li.2chv23ya1sdi","ju2na.2li.2chv23ya1sdi","","","","","","brave"
73441,"ju2li.2?e4na","ju2ni2li.2?e4na","","","","","","deaf"
73442,"ju2li1sda.2na2li","ju2ni2li1sda.2na2li","","","","","","catfish"
73443,"ju2lohl4di","ju2ni2lohl4di","","","","","","striped"
73444,"jul2si.2hnv4da","","","","","","","nightly"
73445,"ju2lv23hwi.3sda1ne4hi","ju2ni2lv23hwi.3sda1ne4hi","","","","","","worker"
73446,"ju2na.2da2sdu1di4?i, di2da2sdu1di4?i","","","","","","","jail"
73447,"ju2na.2de2hloh2gwa1sdi4?i","","","","","","","school"
73448,"ju1nal1sdayh1di4?i","","","","","","","restaurant, cafe"
73449,"Junh2gi2lo4sdi","","","","","","","Friday"
73450,"ju2ni2dlv1gi4?i","","","","","","","hospital"
73451,"ju2ni2sv2sdi4?i","","","","","","","hotel, motel"
73452,"ju2sv23hi.2da","","","","","","","days"
73453,"ju.2we3nv1sv4?i","","","","","","","his home"
73454,"-jv, -jv?i","","","","","","","adj .suf. extremely, exceptionally (see Gram. III, B)"
73455,"jv23sa","","","","","","","yourself (see Gram. III, B)"
73456,"jv2sgi2no","","","","","","","hell"
73457,"Ka2ga.?2li","","","","","","","February"
73458,"ka23hwi","","","","","","","coffee"
73459,"ka.2li4?i","di2ka.2li4?i","","","","","","full"
73460,"ka.2lo1gwe23kdi","","","","","","","locust tree"
73461,"Ka.2lo1gwe23kdi4?i","","","","","","","Locust Grove"
73462,"kal2se23ji","","","","","","","1. sugar  2. candy"
73463,"ka.?2lv4?i","","","","","","","month"
73464,"ka.2ma2ma","","","","","","","butterfly"
73465,"ka.2ma2ma","","","","","","","elephant"
73466,"ka.2na.2ji1sde23ji","","","","","","","wasp"
73467,"ka.2na.2lu2sga","","ji1na.2lu2sga","hi.2hna.2lu23hi","u2hna.2lu2hi.2sdi","u1hna.2lu2sv23?i","ka.2na2lu2sgo3?i","he's ascending an incline"
